Company,Tender Details,Tender No.,Procurement Category,Govt Agency,Reg. No.,MOF Reg. No.,Value(RM)
ALAM LANGKAWI,NAIKTARAF SISTEM KERETAPI SEDIADA DI BUKIT BENDERA PULAU PINANG,,KERJA,KEMENTERIAN KERJA RAYA,,,58997186
