Company,Tender,TenderNo,ProcurementCategory,GovtAgency,RegNo,MOFRegNo,Value
ALAM LANGKAWI,NAIKTARAF SISTEM KERETAPI SEDIADA DI BUKIT BENDERA PULAU PINANG,,KERJA,KEMENTERIAN KERJA RAYA,,,58997186
