Company,Tender,TenderNo,ProcurementCategory,GovtAgency,RegNo,MOFRegNo,Value
ALAM JITU BINA,"CADANGAN MEREKA, MEMBINA DAN MENYIAPKAN 120 UNIT RUMAH KLUSTER (1 TINGKAT) DAN KERJA-KERJA YANG BERKAITAN DENGANNYA BAGI PROGRAM PERUMAHAN RAKYAT (PPR) DIMILIKI KAMPUNG TEKEK, PULAU TIOMAN, PAHANG DARUL MAKMUR.",BPPP BIL.4/2012,KERJA,"KEMENTERIAN KESEJAHTERAAN BANDAR, PERUMAHAN DAN KERAJAAN TEMPATAN",144519-H,,46760546.17
