Company,Tender Details,Tender No.,Procurement Category,Govt Agency,Reg. No.,MOF Reg. No.,Value(RM)
PERTAMA PADI,PEMBEKALAN BENIH PADI SAH KEPADA PETANI DI BAWAH PROGRAM BENIH PADI SAH KEMENTERIAN PERTANIAN DAN INDUSTRI ASAS TANI UNTUK TEMPOH DUA (2) TAHUN (2013-2014),MOA/T/01/2012,BEKALAN,KEMENTERIAN PERTANIAN DAN INDUSTRI ASAS TANI,804404-K,,388650000
