Company,Tender Details,Tender No.,Procurement Category,Govt Agency,Reg. No.,MOF Reg. No.,Value(RM)
INAI KIARA - HWA CHI JV,"THE PROPOSED CONSTRUCTION AND COMPLETION OF BREAKWATER FOR THE NEW DEEP WATER TERMINAL AT KUANTAN PORT, PAHANG FOR THE EAST COAST ECONOMIC REGION DEVELOPMENT COUNCIL (ECERDC)",IN/T12-043,KERJA,JABATAN PERDANA MENTERI,WAIVED,,808330222.2
