Company,Tender details,Tender no.,Procurement category,Govt agency,Company registration no.,Company registration no. with MOF,Value (RM)
ALAM LANGKAWI,NAIKTARAF SISTEM KERETAPI SEDIADA DI BUKIT BENDERA PULAU PINANG,,KERJA,KEMENTERIAN KERJA RAYA,,,58997186
